"Days since purchase","Purchase visits","Total sales","Credit card","Coupons","Items purchased","Blouse","Suit"
119,3,813.97,"Yes",0,15,"Yes","No"
44,2,453.97,"No",0,10,"Yes","No"
291,1,168.73,"No",0,5,"No","No"
1,1,161.6,"Yes",0,4,"No","No"
144,4,502.92,"No",1,15,"Yes","Yes"
13,3,838.96,"Yes",0,13,"Yes","No"
299,1,163.97,"No",0,5,"No","No"
155,5,360.83,"Yes",0,15,"No","Yes"
131,7,485.96,"Yes",0,21,"Yes","No"
181,1,76.98,"No",0,4,"Yes","No"
12,6,366.9,"No",0,12,"Yes","No"
206,2,135.74,"No",0,4,"No","No"
344,1,118.5,"No",0,6,"No","No"
341,1,59,"No",0,1,"No","No"
329,1,130,"No",0,3,"No","No"
194,2,108,"No",0,3,"No","No"
328,1,68,"No",0,2,"No","No"
53,5,200.21,"No",1,13,"Yes","No"
84,9,410.05,"Yes",1,15,"Yes","No"
76,13,977.82,"Yes",5,56,"No","No"
275,2,294.97,"Yes",1,12,"No","No"
124,7,800.21,"Yes",0,23,"Yes","No"
118,5,734.95,"Yes",1,19,"Yes","Yes"
106,3,499.85,"Yes",0,24,"No","No"
17,7,316.12,"Yes",1,15,"Yes","No"
38,1,99,"No",0,1,"No","No"
34,2,220.78,"Yes",1,14,"No","No"
43,5,787.43,"Yes",1,20,"Yes","Yes"
10,9,1008,"Yes",1,22,"No","No"
6,14,1309.79,"No",3,56,"Yes","No"
113,3,247.72,"Yes",1,8,"No","No"
117,4,147.48,"No",0,8,"No","No"
112,5,1625.72,"No",0,45,"Yes","Yes"
18,42,11275.55,"Yes",20,342,"Yes","No"
68,1,419.81,"Yes",1,9,"Yes","Yes"
100,4,151.97,"No",0,8,"No","No"
33,9,1871.72,"Yes",3,85,"Yes","No"
308,1,541.12,"Yes",0,22,"Yes","No"
21,3,182.91,"No",0,12,"No","No"
11,2,268,"Yes",0,5,"No","No"
194,2,71,"No",0,5,"No","No"
285,3,288,"No",0,6,"No","No"
109,2,243.2,"No",0,8,"Yes","No"
94,3,101.96,"No",0,4,"Yes","No"
210,2,355.3,"Yes",1,7,"Yes","No"
62,1,59,"No",0,1,"No","No"
265,1,73.99,"No",0,2,"No","No"
67,9,1535.06,"Yes",2,37,"Yes","No"
110,5,141.96,"Yes",0,6,"Yes","No"
111,2,1213.53,"No",0,31,"Yes","Yes"
341,1,119.98,"No",0,2,"No","Yes"
218,3,343.46,"No",0,13,"Yes","No"
90,16,774.3,"Yes",5,44,"Yes","No"
48,2,156.99,"No",0,4,"No","No"
190,2,776.99,"No",0,13,"Yes","Yes"
43,5,685.97,"No",0,21,"Yes","No"
326,1,136.99,"No",0,3,"No","No"
64,1,56.98,"No",0,2,"No","No"
23,10,851.93,"No",1,33,"Yes","No"
348,1,122,"No",0,3,"No","No"
332,2,316,"No",0,4,"No","No"
40,4,420.96,"No",0,10,"No","Yes"
12,5,850.48,"Yes",0,23,"Yes","No"
222,2,135.5,"No",0,4,"Yes","No"
283,1,109.99,"Yes",0,5,"No","No"
264,2,189.42,"No",0,11,"Yes","No"
116,3,198.93,"No",0,8,"Yes","No"
134,1,384.12,"Yes",1,6,"Yes","No"
340,1,79,"No",0,1,"No","No"
253,1,116.09,"Yes",1,8,"Yes","No"
46,6,588.95,"Yes",1,19,"Yes","No"
10,7,550.18,"Yes",0,17,"Yes","No"
320,1,157.97,"No",0,6,"No","No"
19,1,343.35,"Yes",1,12,"Yes","Yes"
73,1,67.98,"No",0,3,"No","No"
334,1,81,"No",0,3,"No","No"
4,7,720.53,"No",2,16,"Yes","No"
145,2,209,"No",0,6,"Yes","No"
36,1,8.99,"No",0,1,"No","No"
38,8,677.83,"Yes",1,24,"Yes","No"
351,1,79,"No",0,1,"No","No"
34,7,371.92,"Yes",2,19,"Yes","Yes"
103,6,155.99,"Yes",0,8,"Yes","No"
115,2,160.5,"No",0,6,"No","No"
166,5,436.35,"Yes",0,24,"Yes","No"
32,7,916.49,"No",1,29,"Yes","No"
11,2,136.99,"No",0,5,"Yes","No"
233,1,128,"No",0,2,"No","No"
10,13,1406.66,"No",2,55,"Yes","No"
29,1,107,"No",1,3,"Yes","No"
27,9,759.21,"Yes",3,32,"Yes","No"
54,9,822.33,"No",0,29,"Yes","Yes"
229,1,210,"No",0,3,"Yes","No"
249,3,112,"No",0,5,"No","No"
361,1,280,"No",0,5,"Yes","No"
150,2,149.96,"No",0,5,"No","No"
139,2,392.44,"No",0,11,"Yes","No"
235,2,142.99,"No",0,9,"Yes","No"
168,2,10,"No",0,2,"No","No"
46,2,89.67,"No",0,4,"No","No"
4,5,623.9,"Yes",0,17,"Yes","Yes"
212,2,76,"No",0,4,"No","No"
109,2,218.98,"No",0,5,"No","No"
76,2,79.23,"No",0,3,"No","No"
251,1,34.99,"No",0,1,"No","No"
75,7,314.97,"No",0,6,"Yes","No"
40,2,138.49,"No",0,4,"Yes","No"
72,1,98,"No",0,2,"No","No"
299,2,281.99,"No",0,7,"No","No"
26,11,916.73,"Yes",3,34,"Yes","No"
5,10,901.16,"No",3,30,"Yes","No"
324,1,141.3,"Yes",0,4,"Yes","No"
127,4,83.98,"No",0,5,"Yes","No"
45,9,768.02,"Yes",5,29,"Yes","No"
31,3,315.99,"Yes",1,7,"No","No"
244,2,375.9,"Yes",1,14,"Yes","No"
48,6,574.94,"Yes",0,21,"Yes","No"
41,9,721.33,"Yes",3,23,"Yes","No"
37,8,374.13,"No",0,18,"Yes","No"
299,1,10.99,"No",0,1,"No","No"
5,14,717.9,"Yes",3,24,"Yes","No"
80,1,88,"No",0,1,"No","No"
4,6,1077.36,"Yes",4,34,"Yes","No"
309,2,278.57,"Yes",0,8,"Yes","No"
181,1,166.99,"No",0,3,"No","No"
273,4,244.93,"Yes",0,15,"Yes","No"
35,4,523.37,"Yes",1,22,"Yes","No"
6,35,1123.51,"Yes",5,66,"No","No"
50,24,3594.86,"No",4,139,"Yes","Yes"
328,1,29,"No",0,1,"No","No"
11,10,168.99,"No",0,9,"No","No"
61,11,516.77,"Yes",0,29,"Yes","No"
255,2,72.97,"No",0,3,"No","No"
68,7,731.13,"Yes",2,22,"Yes","No"
92,2,311.25,"Yes",1,9,"Yes","No"
261,1,139.5,"No",0,1,"No","No"
64,9,1204.84,"No",1,26,"Yes","No"
12,1,456.3,"Yes",1,10,"Yes","No"
50,4,823.06,"Yes",1,21,"Yes","No"
222,2,177,"Yes",0,4,"No","No"
272,1,122.5,"No",0,3,"No","No"
339,2,132,"Yes",0,7,"No","No"
95,1,144.97,"No",0,3,"No","No"
110,4,179.97,"Yes",0,9,"No","No"
63,4,373.12,"Yes",1,17,"Yes","No"
179,2,112.98,"Yes",0,4,"Yes","No"
102,2,172.92,"No",0,8,"Yes","No"
133,4,528.46,"No",0,18,"Yes","No"
44,1,77.98,"No",0,2,"No","No"
126,2,223.49,"Yes",0,9,"No","No"
354,1,106,"No",0,2,"No","No"
32,6,395.65,"Yes",0,16,"No","Yes"
154,2,222.94,"No",0,12,"Yes","Yes"
250,1,215.06,"Yes",0,7,"No","No"
84,4,521.76,"Yes",1,16,"Yes","No"
250,1,69.96,"No",0,4,"No","No"
49,2,205.75,"Yes",0,8,"Yes","Yes"
7,2,105,"Yes",0,5,"No","No"
317,1,184.5,"Yes",0,4,"No","No"
159,11,745.95,"Yes",2,24,"Yes","No"
1,18,1251.89,"Yes",6,67,"Yes","No"
215,2,395.95,"Yes",0,11,"No","No"
38,12,440.4,"Yes",0,34,"Yes","No"
79,8,845.4,"Yes",0,26,"Yes","No"
7,3,389.43,"No",1,16,"Yes","No"
159,3,329.24,"No",0,10,"No","No"
165,1,205.95,"No",0,4,"No","No"
111,1,49,"No",0,2,"No","No"
118,4,729.99,"No",0,11,"Yes","No"
193,1,29,"No",0,1,"Yes","No"
172,5,226.53,"No",2,12,"Yes","No"
85,2,206.98,"No",0,7,"Yes","No"
89,3,431.43,"No",0,10,"Yes","Yes"
278,1,79.96,"No",0,2,"No","No"
197,2,115,"No",0,8,"Yes","No"
54,3,153.98,"No",0,4,"No","No"
129,4,113,"Yes",0,4,"No","No"
246,2,209.95,"No",0,7,"Yes","No"
116,4,489.94,"Yes",0,14,"Yes","No"
173,4,732.98,"No",2,32,"Yes","No"
251,1,119.45,"No",0,6,"Yes","No"
33,16,1307.81,"Yes",3,70,"Yes","No"
103,2,79,"No",0,3,"No","No"
67,3,102.49,"No",0,5,"No","No"
6,3,473.7,"Yes",0,18,"Yes","No"
35,6,412.22,"Yes",1,12,"Yes","Yes"
340,1,153.99,"No",0,2,"No","Yes"
336,3,108,"No",0,3,"No","No"
136,5,416.26,"Yes",0,12,"Yes","No"
53,8,978.16,"Yes",1,30,"Yes","No"
207,5,466.16,"Yes",1,17,"Yes","No"
99,5,247.99,"No",0,8,"No","No"
102,2,466.88,"Yes",0,17,"Yes","No"
23,3,265.97,"No",0,7,"No","No"
100,1,105.98,"No",0,2,"No","Yes"
210,1,172.8,"Yes",0,4,"No","No"
158,6,805.28,"Yes",1,18,"Yes","Yes"
38,2,229.97,"No",0,6,"No","No"
138,3,75.93,"Yes",0,6,"No","No"
146,3,1103.94,"No",1,33,"Yes","No"
38,1,133,"No",0,4,"No","No"
12,9,710.94,"Yes",5,28,"Yes","No"
17,8,1121.52,"Yes",2,24,"Yes","Yes"
55,2,171,"No",0,3,"Yes","No"
23,14,1098.11,"Yes",1,46,"Yes","No"
246,1,132.97,"No",0,7,"No","No"
56,2,153.57,"Yes",1,4,"No","Yes"
186,1,393,"No",0,5,"Yes","No"
293,2,137.99,"No",0,4,"No","No"
164,2,311.97,"No",0,12,"Yes","No"
93,8,1106.6,"Yes",1,32,"Yes","Yes"
181,2,197.94,"No",0,6,"Yes","No"
288,1,73.99,"No",0,4,"No","No"
180,2,72,"No",0,4,"Yes","No"
154,2,193,"Yes",0,3,"No","No"
23,7,949.32,"Yes",2,27,"Yes","No"
1,11,1107.44,"Yes",4,36,"Yes","No"
324,1,99.99,"No",0,1,"No","Yes"
65,14,851.61,"No",0,28,"Yes","No"
249,1,97.98,"No",0,4,"No","No"
176,1,114,"No",0,3,"No","No"
8,7,705.41,"Yes",1,31,"Yes","No"
280,1,232.2,"Yes",0,6,"Yes","No"
16,5,595.48,"Yes",2,13,"Yes","No"
134,1,102.99,"No",0,4,"No","No"
245,1,67.99,"No",0,3,"No","No"
138,1,246.6,"Yes",1,5,"No","No"
166,1,158.38,"Yes",1,5,"Yes","No"
36,10,723.05,"Yes",1,31,"Yes","No"
104,1,182.96,"No",0,5,"No","No"
88,7,718.13,"Yes",3,33,"Yes","Yes"
59,1,397.89,"No",0,14,"Yes","No"
8,2,340.97,"No",0,9,"No","No"
88,2,349.43,"Yes",1,13,"No","No"
62,12,787.66,"Yes",1,26,"Yes","No"
180,1,75.59,"Yes",1,3,"No","No"
78,3,352.42,"Yes",1,8,"Yes","Yes"
145,2,249.99,"No",0,6,"Yes","No"
197,1,221.4,"Yes",1,5,"Yes","No"
137,1,108,"No",0,1,"No","No"
7,3,313.92,"No",0,10,"No","No"
174,7,364.03,"Yes",2,21,"Yes","No"
12,4,706.32,"No",0,17,"No","No"
69,2,68.99,"Yes",0,3,"No","No"
23,12,1714.57,"Yes",3,67,"Yes","Yes"
293,2,187.97,"No",0,5,"Yes","No"
308,1,82.99,"No",0,3,"No","No"
184,3,82.5,"No",0,6,"Yes","No"
84,1,112,"No",0,2,"Yes","No"
49,2,358.99,"Yes",0,5,"No","No"
45,24,1774.6,"Yes",0,99,"Yes","No"
201,2,329.57,"Yes",1,11,"Yes","No"
27,6,735.09,"Yes",1,33,"Yes","No"
6,2,645.41,"Yes",1,27,"Yes","No"
40,25,1309.55,"Yes",2,85,"Yes","No"
293,2,96.17,"Yes",0,6,"No","No"
251,5,182.88,"No",0,12,"No","No"
6,33,15783.69,"Yes",21,514,"Yes","No"
138,1,202,"No",0,6,"Yes","No"
51,1,116.95,"No",0,6,"No","No"
13,4,213.98,"No",0,9,"Yes","No"
12,13,987.88,"Yes",4,51,"Yes","No"
179,1,136.98,"Yes",0,4,"No","No"
66,4,629.18,"Yes",2,19,"Yes","No"
206,2,575,"No",0,13,"Yes","No"
243,1,71.97,"No",0,6,"Yes","No"
194,4,993.09,"Yes",1,22,"Yes","No"
5,4,597.41,"No",0,15,"Yes","No"
77,2,151.98,"No",0,4,"Yes","No"
120,1,89.98,"No",0,2,"Yes","No"
316,1,177.28,"Yes",0,5,"Yes","No"
58,6,295.66,"No",0,15,"Yes","No"
89,6,577.3,"No",1,18,"Yes","No"
215,1,284.99,"Yes",0,5,"No","No"
32,1,94,"No",0,3,"No","No"
106,3,164.97,"No",0,11,"No","No"
26,11,610.98,"Yes",1,43,"Yes","No"
52,24,776.22,"Yes",4,59,"Yes","No"
4,23,573.95,"Yes",4,46,"Yes","Yes"
104,1,102.95,"No",0,5,"No","No"
26,13,477.14,"No",2,46,"Yes","No"
355,1,137,"Yes",0,4,"Yes","No"
293,1,139.75,"Yes",0,5,"No","No"
7,17,1375.09,"No",2,62,"Yes","No"
187,4,320.96,"No",0,13,"No","No"
138,3,470.5,"Yes",1,15,"No","No"
207,2,69.46,"No",0,5,"No","No"
11,6,513.92,"No",0,23,"Yes","No"
99,1,387.86,"Yes",0,9,"No","No"
26,8,426.82,"Yes",2,18,"No","No"
2,22,1441.55,"Yes",4,66,"Yes","No"
129,3,164.94,"No",0,9,"No","No"
1,7,750.96,"No",1,16,"No","Yes"
12,2,317,"Yes",0,8,"No","No"
107,5,419.02,"No",0,12,"No","No"
139,1,102,"No",0,5,"No","No"
10,5,289.07,"No",0,10,"Yes","Yes"
46,2,336.3,"Yes",0,10,"Yes","No"
13,8,468.94,"No",0,22,"Yes","No"
235,1,72.98,"No",0,3,"No","No"
47,9,388.91,"No",0,19,"No","No"
314,2,174.73,"No",0,5,"No","No"
40,24,824,"Yes",1,69,"Yes","No"
299,2,302.96,"No",0,10,"No","No"
7,12,1455.18,"Yes",2,37,"Yes","No"
92,3,128.98,"No",0,5,"No","No"
268,4,249.99,"No",0,7,"No","No"
75,4,284.41,"Yes",0,11,"No","No"
61,4,402.44,"No",0,14,"Yes","No"
91,4,327.33,"Yes",2,12,"Yes","No"
350,1,249.3,"Yes",0,4,"No","No"
29,2,174.09,"Yes",0,6,"No","No"
301,2,108,"No",0,2,"Yes","No"
154,7,964.18,"Yes",2,29,"Yes","Yes"
77,21,2220.45,"Yes",0,90,"Yes","No"
11,17,1408.52,"No",2,70,"Yes","Yes"
23,1,170.1,"Yes",1,5,"Yes","No"
36,3,189.95,"No",0,6,"Yes","No"
202,3,88,"No",0,3,"Yes","No"
4,4,448.49,"Yes",1,15,"Yes","No"
225,4,154.5,"No",0,5,"No","No"
10,30,1979.74,"Yes",7,157,"Yes","No"
173,4,405.98,"Yes",1,15,"Yes","No"
130,1,154,"No",0,3,"No","No"
123,5,312.74,"Yes",1,12,"Yes","Yes"
26,8,723.54,"No",0,27,"Yes","No"
19,16,1138.58,"No",2,45,"Yes","Yes"
9,11,493.04,"Yes",1,35,"Yes","No"
254,3,563.92,"No",0,12,"No","Yes"
45,11,823.81,"Yes",5,35,"Yes","No"
182,5,353.64,"No",0,20,"Yes","No"
37,25,489.64,"Yes",1,52,"Yes","No"
16,4,449.35,"Yes",1,15,"No","Yes"
165,4,259.91,"Yes",0,15,"Yes","No"
92,5,431.92,"Yes",1,15,"Yes","No"
14,2,246.87,"No",0,22,"Yes","Yes"
87,5,219.46,"Yes",0,10,"Yes","No"
196,8,492.28,"No",0,21,"No","No"
208,3,217.5,"No",0,6,"No","No"
12,6,229.76,"No",0,18,"Yes","No"
314,1,98.99,"Yes",0,3,"No","No"
70,7,348.32,"No",1,15,"Yes","No"
120,6,736.47,"No",0,14,"Yes","No"
68,2,98.47,"No",0,5,"No","No"
13,2,194.71,"No",0,8,"No","No"
20,14,158.2,"No",1,21,"No","No"
4,11,429.76,"No",1,26,"Yes","No"
142,2,103.97,"No",0,5,"No","No"
79,11,354.95,"No",0,13,"Yes","No"
173,4,717.55,"Yes",1,19,"No","Yes"
145,10,358.42,"No",0,21,"No","No"
126,3,88.98,"No",0,4,"Yes","No"
25,5,814.47,"Yes",1,53,"Yes","No"
306,1,78,"Yes",0,2,"No","No"
230,1,35.98,"No",0,2,"No","No"
179,4,861.7,"Yes",1,16,"Yes","No"
186,5,400.98,"Yes",2,16,"Yes","No"
75,3,427.81,"Yes",1,15,"Yes","No"
70,11,656.56,"Yes",4,38,"Yes","No"
7,15,878.22,"No",0,33,"No","No"
37,2,438,"No",0,9,"Yes","No"
75,4,811.98,"No",0,20,"Yes","No"
9,8,1049.93,"Yes",2,49,"Yes","No"
129,3,355.99,"Yes",0,13,"No","No"
26,3,210,"No",0,6,"No","No"
30,5,300.72,"Yes",1,12,"No","No"
5,17,1698.91,"Yes",6,69,"Yes","No"
112,6,366.67,"Yes",0,14,"Yes","No"
187,5,743.86,"Yes",1,17,"No","No"
175,2,124.98,"No",0,2,"Yes","Yes"
245,2,188.29,"No",0,4,"No","No"
5,8,611.69,"Yes",3,32,"Yes","No"
187,2,112.49,"No",0,5,"No","No"
15,7,746.39,"Yes",1,21,"Yes","No"
141,6,780.59,"No",0,29,"Yes","Yes"
120,6,232.47,"No",0,12,"Yes","No"
89,11,392.27,"No",0,24,"Yes","No"
201,3,125.98,"No",0,4,"No","No"
12,4,451.84,"Yes",2,19,"Yes","No"
229,2,259.97,"No",0,9,"Yes","No"
54,9,451.24,"No",0,24,"Yes","No"
146,2,259.79,"Yes",1,6,"Yes","No"
158,2,280.99,"No",0,5,"Yes","No"
180,2,333.97,"No",0,16,"Yes","No"
271,1,69.74,"Yes",1,3,"No","No"
93,4,938.07,"Yes",1,32,"Yes","No"
222,2,333.73,"No",0,12,"No","No"
313,2,106.5,"No",0,5,"No","No"
312,2,246.23,"No",0,6,"No","No"
152,3,272.45,"No",0,7,"No","No"
89,5,430.96,"No",0,10,"No","No"
47,17,993.48,"Yes",4,36,"Yes","No"
211,4,143.98,"Yes",0,10,"No","No"
32,5,973.47,"Yes",1,32,"Yes","Yes"
45,37,2100.64,"Yes",2,149,"Yes","No"
264,1,141.48,"No",0,4,"Yes","Yes"
27,11,261.45,"Yes",0,10,"Yes","No"
25,7,789.3,"Yes",0,23,"No","No"
289,4,146.96,"Yes",0,8,"Yes","No"
20,60,1697.46,"Yes",3,154,"Yes","No"
77,9,697.51,"Yes",1,37,"Yes","No"
35,9,730.98,"Yes",0,44,"Yes","No"
7,2,370.29,"Yes",1,5,"Yes","Yes"
158,2,402.49,"Yes",0,13,"Yes","No"
31,2,260.97,"No",0,5,"Yes","No"
63,7,615.46,"Yes",1,28,"Yes","No"
50,4,354.48,"No",2,16,"Yes","No"
14,15,437.64,"Yes",1,32,"Yes","No"
83,7,371.22,"Yes",1,15,"No","No"
1,10,1064.5,"Yes",0,49,"Yes","No"
261,1,31.74,"No",0,2,"No","No"
22,13,440.36,"Yes",0,23,"Yes","No"
197,4,275.79,"Yes",1,21,"No","No"
283,2,142.99,"No",0,3,"Yes","No"
359,1,285,"No",0,7,"No","No"
20,7,497.18,"Yes",0,23,"Yes","No"
80,10,746.42,"Yes",2,25,"Yes","No"
60,8,446.43,"Yes",2,25,"Yes","No"
25,9,441.65,"Yes",0,27,"Yes","No"
337,3,176.1,"Yes",0,4,"No","No"
6,8,835.65,"Yes",1,37,"Yes","No"
92,6,1435.53,"Yes",3,40,"Yes","Yes"
272,2,239,"Yes",0,6,"No","No"
127,3,270.43,"Yes",1,10,"Yes","No"
78,2,271.42,"No",0,10,"Yes","No"
172,4,195.38,"Yes",0,7,"No","No"
167,6,203.75,"Yes",1,19,"No","No"
111,2,89.96,"No",0,4,"No","No"
7,21,845.71,"Yes",1,92,"Yes","Yes"
173,4,446.23,"Yes",1,23,"No","Yes"
18,2,383.89,"Yes",2,13,"Yes","No"
35,5,796.19,"Yes",3,30,"Yes","No"
84,4,550.96,"Yes",1,23,"Yes","No"
271,2,199.99,"No",0,5,"Yes","No"
21,1,135.9,"Yes",1,3,"No","No"
5,3,70.49,"No",0,8,"No","No"
1,3,606.97,"No",0,21,"Yes","No"
24,16,947.36,"No",0,33,"Yes","No"
3,15,1407.59,"No",1,32,"Yes","Yes"
37,8,921.7,"Yes",5,33,"No","No"
27,9,1972.37,"Yes",3,58,"Yes","No"
96,1,176.99,"No",0,3,"No","No"
309,2,39,"No",0,2,"No","No"
76,5,1719,"Yes",4,57,"Yes","No"
149,1,96,"No",0,2,"No","No"
53,7,447.11,"No",0,18,"Yes","Yes"
131,2,76.5,"No",0,7,"No","No"
314,1,109.5,"No",0,3,"No","No"
79,3,617.76,"Yes",1,19,"Yes","No"
314,1,48,"No",0,1,"No","No"
133,4,597.99,"Yes",2,15,"Yes","Yes"
68,2,151.62,"Yes",0,10,"Yes","No"
9,7,628.39,"Yes",1,31,"Yes","Yes"
20,11,522.85,"No",0,47,"Yes","No"
53,10,565.16,"No",2,25,"Yes","Yes"
10,17,1518.89,"Yes",8,82,"Yes","No"
63,2,85.17,"No",0,4,"No","No"
133,1,71.98,"No",0,3,"No","No"
215,1,118,"No",0,2,"No","No"
99,10,1082.61,"No",0,32,"Yes","No"
66,8,766.82,"Yes",4,34,"Yes","No"
283,3,213.46,"No",0,6,"No","No"
18,2,234.4,"Yes",0,15,"Yes","No"
313,1,73.5,"No",0,2,"Yes","No"
135,5,697.96,"Yes",1,18,"No","No"
144,4,72.98,"No",0,5,"No","No"
322,1,83.99,"No",0,5,"Yes","No"
161,4,365.98,"Yes",1,10,"Yes","No"
298,1,158,"No",0,2,"No","No"
55,1,53.98,"No",0,2,"No","No"
8,3,262.95,"No",0,11,"Yes","Yes"
53,10,809.99,"No",0,26,"Yes","No"
16,14,2154.04,"Yes",6,89,"Yes","Yes"
344,1,183.74,"No",0,10,"No","No"
55,3,300.96,"No",2,7,"Yes","No"
282,1,69.98,"No",0,2,"No","No"
287,1,69.98,"No",0,2,"No","No"
169,6,350.07,"Yes",1,13,"Yes","No"
16,8,729.72,"Yes",2,34,"Yes","No"
270,1,82.23,"No",0,3,"No","No"
127,6,1891.13,"Yes",2,43,"Yes","Yes"
278,1,49,"No",0,1,"No","No"
355,1,81,"No",0,3,"No","No"
278,1,182,"No",0,3,"Yes","No"
72,2,71.9,"Yes",1,4,"No","No"
215,2,271.97,"No",0,8,"Yes","No"
166,6,681.48,"No",1,27,"Yes","No"
194,2,184.99,"No",0,7,"No","No"
110,3,950.71,"Yes",0,26,"Yes","No"
43,2,241.9,"No",1,12,"Yes","No"
99,2,197.45,"Yes",0,6,"Yes","No"
26,6,266.46,"No",0,9,"Yes","No"
174,2,373.99,"No",1,7,"Yes","No"
134,5,589.98,"No",1,18,"Yes","No"
27,15,1141.45,"Yes",4,41,"Yes","No"
213,3,294.91,"Yes",2,12,"No","No"
85,9,684.75,"No",0,44,"Yes","No"
208,1,194.4,"Yes",1,3,"Yes","No"
54,10,630.98,"Yes",4,24,"Yes","No"
319,2,240.69,"Yes",0,5,"Yes","Yes"
138,2,628,"No",0,15,"Yes","No"
87,2,178.23,"No",0,5,"No","No"
173,1,182.25,"Yes",1,6,"Yes","No"
47,8,345.36,"Yes",1,13,"No","No"
6,12,241.19,"No",0,17,"No","No"
29,9,336.22,"Yes",1,13,"Yes","No"
19,13,606.34,"Yes",2,32,"Yes","No"
314,1,191.98,"No",0,8,"No","No"
67,1,222.8,"No",0,11,"Yes","No"
293,1,76.96,"No",0,4,"No","No"
1,2,137.77,"No",0,5,"No","No"
251,3,86.22,"No",0,12,"No","No"
302,1,293.4,"Yes",0,4,"No","No"
100,8,690.95,"Yes",1,17,"Yes","No"
5,3,869.68,"Yes",3,23,"Yes","No"
236,2,107.98,"No",0,3,"No","No"
124,1,136,"No",0,3,"No","No"
187,1,220.5,"Yes",1,5,"No","No"
112,3,306.97,"No",1,11,"Yes","Yes"
282,1,99,"No",0,1,"No","No"
22,2,481.5,"Yes",1,7,"Yes","No"
162,4,161.99,"Yes",0,9,"Yes","No"
114,2,396.65,"Yes",2,9,"Yes","Yes"
4,21,1191.83,"No",2,64,"Yes","Yes"
104,5,388.49,"No",0,13,"Yes","No"
327,1,92.99,"Yes",0,2,"No","No"
131,2,107.5,"No",0,3,"No","No"
114,5,237.94,"No",0,12,"Yes","No"
20,6,473.43,"Yes",1,18,"Yes","No"
10,2,470.21,"Yes",1,12,"Yes","No"
89,5,296.97,"No",0,6,"No","Yes"
216,2,194.99,"No",0,6,"No","No"
269,1,114.97,"No",0,4,"No","No"
29,3,207.75,"Yes",0,4,"Yes","No"
105,4,198.43,"No",0,10,"Yes","No"
16,3,157.98,"No",0,5,"Yes","No"
74,3,84.88,"No",0,5,"Yes","No"
149,2,168,"No",0,5,"Yes","No"
7,28,2039.83,"Yes",7,71,"Yes","No"
1,34,11547.8,"Yes",12,340,"Yes","Yes"
157,1,221.24,"No",0,6,"No","No"
53,2,98.99,"No",0,2,"No","Yes"
51,3,252.43,"No",0,10,"Yes","No"
254,3,97.99,"No",0,8,"Yes","No"
9,13,1600.16,"Yes",3,60,"Yes","No"
12,13,958.04,"Yes",3,35,"Yes","No"
230,6,304.96,"Yes",0,9,"Yes","No"
13,17,2193.05,"No",4,77,"Yes","No"
62,4,525.42,"Yes",1,15,"Yes","No"
8,4,1370.71,"Yes",1,27,"Yes","No"
70,4,384.97,"No",0,8,"Yes","No"
32,14,991.95,"No",1,63,"Yes","No"
229,3,6.5,"No",0,5,"No","No"
168,5,198.48,"No",0,8,"Yes","No"
180,3,157,"No",0,5,"No","No"
264,2,96.24,"No",0,4,"No","No"
119,2,188.38,"No",0,6,"No","No"
141,3,183.48,"No",1,8,"Yes","No"
43,9,836.44,"No",0,27,"Yes","No"
189,1,120,"Yes",0,3,"Yes","No"
91,10,1043.56,"Yes",4,51,"Yes","No"
1,12,847.5,"No",0,33,"Yes","No"
107,9,273.48,"No",0,20,"No","No"
171,5,388.95,"No",1,23,"Yes","No"
127,2,202.99,"No",0,8,"No","No"
54,16,263.75,"No",2,30,"Yes","No"
83,1,180.99,"No",0,4,"Yes","No"
350,1,173.75,"No",0,6,"No","No"
94,1,91.99,"No",0,3,"Yes","No"
259,2,114.49,"No",0,5,"No","No"
27,9,921.97,"Yes",3,43,"Yes","No"
159,4,535.1,"Yes",1,9,"Yes","No"
19,21,1348.81,"Yes",1,50,"Yes","No"
62,11,364.57,"Yes",2,29,"Yes","No"
293,1,337.71,"Yes",0,10,"No","No"
115,5,838.43,"Yes",0,23,"Yes","No"
3,13,262.45,"Yes",2,21,"Yes","No"
10,27,865.73,"Yes",1,52,"Yes","Yes"
43,25,1483.71,"Yes",2,62,"Yes","No"
49,12,613.37,"Yes",1,36,"Yes","No"
174,3,191.49,"No",1,5,"No","No"
270,1,196,"No",0,3,"Yes","No"
59,5,200.4,"No",0,14,"Yes","No"
43,1,334.79,"Yes",1,8,"Yes","No"
73,1,449.94,"No",0,9,"No","No"
7,19,1727.72,"Yes",2,49,"Yes","No"
122,3,298.8,"Yes",1,16,"No","No"
58,3,373.96,"No",0,7,"Yes","No"
144,8,573.96,"No",0,22,"No","No"
67,3,78,"No",0,4,"No","No"
261,1,203.23,"No",0,9,"Yes","No"
80,3,596.27,"Yes",1,17,"Yes","No"
36,6,303.96,"No",0,8,"No","No"
340,1,128.99,"No",0,2,"Yes","Yes"
92,2,148.83,"No",1,8,"No","No"
12,13,1547.08,"Yes",4,48,"Yes","No"
138,2,177.99,"Yes",0,4,"No","Yes"
49,1,100.94,"No",0,6,"Yes","No"
41,3,79.98,"No",0,4,"No","No"
5,5,729,"Yes",0,21,"Yes","No"
320,1,119.98,"No",0,2,"No","No"
68,1,68.46,"No",0,4,"Yes","No"
